8.14.;389;673 км 900м, Московское шоссе, АЗС "Лукойл";Из СПб;30.57187, 59.70815;А, Б;http://elvispiter.ru/images/NEW%202.jpg, http://elvispiter.ru/images/673%20%D0%BA%D0%BC%20900%D0%BC%20%20%2820%20%D0%BA%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
8.7.;60;671 км 800м (34 км, 200м), Московское шоссе, за поворотом, на Интерфом;В СПб;30.593578, 59.695612;А, Б;http://elvispiter.ru/images/671%D0%BA%D0%BC%2C%20800%D0%BC%2C%20%2834%20%D0%BA%D0%BC%2C%20200%D0%BC%2C%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B7%D0%B0%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D0%BC%2C%20%D0%BD%D0%B0%20%D0%98%D0%BD%D1%82%D0%B5%D1%80%D1%84%D0%BE%D0%BC%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%20%D0%90.jpg, http://elvispiter.ru/images/671%D0%BA%D0%BC%2C%20800%D0%BC%2C%20%2834%20%D0%BA%D0%BC%2C%20200%D0%BC%2C%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B7%D0%B0%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%D0%BE%D0%BC%2C%20%D0%BD%D0%B0%20%D0%98%D0%BD%D1%82%D0%B5%D1%80%D1%84%D0%BE%D0%BC%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%20%D0%91.jpg
8.17.;457;671 км 150м (34 км 850м), Московское шоссе;Из СПб;30.602135, 59.691704;А, Б;http://elvispiter.ru/images/671%D0%BA%D0%BC%20150%D0%BC%20%2834%20%D0%BA%D0%BC%20850%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%20%D0%90.jpg, http://elvispiter.ru/images/671%D0%BA%D0%BC%20150%D0%BC%20%2834%20%D0%BA%D0%BC%20850%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%20%D0%911.jpg
8.18.;456;670 км 950м (35 км 050м), Московское шоссе;Из СПб;30.605277, 59.689944;А, Б;http://elvispiter.ru/images/670%D0%BA%D0%BC%20950%D0%BC%20%2835%20%D0%BA%D0%BC%20050%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%20%D0%90.jpg, http://elvispiter.ru/images/670%D0%BA%D0%BC%20950%D0%BC%20%2835%20%D0%BA%D0%BC%20050%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%20%D0%91.jpg
8.4.;61;663 км 550 м (35 км 450м), Московское шоссе, АЗС "Арис";Из СПб;30.650217, 59.665346;А, Б;http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2838%20%D0%BA%D0%BC%20800%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20667%20%D0%BA%D0%BC%20200%20%D0%BC%2C%20%D0%90%D0%97%D0%A1%20%D0%90%D1%80%D0%B8%D1%81%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg, http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2838%20%D0%BA%D0%BC%20800%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20667%20%D0%BA%D0%BC%20200%20%D0%BC%2C%20%D0%90%D0%97%D0%A1%20%D0%90%D1%80%D0%B8%D1%81%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
8.13.;369;669 км 650м (36 км 350м) Московское шоссе;В СПб;30.621926, 59.680118;А, Б;http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2835%20%D0%BA%D0%BC%20350%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20669%20%D0%BA%D0%BC%20650%20%D0%BC%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg, http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2835%20%D0%BA%D0%BC%20350%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20669%20%D0%BA%D0%BC%20650%20%D0%BC%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
8.19.;491;668 км 700м (37 км 300м), Московское шоссе, ;В СПб;30.631279, 59.675085;А, Б;http://elvispiter.ru/images/668%20%D0%BA%D0%BC%20700%20%D0%BC%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2837%D0%BA%D0%BC%20300%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29.JPG, http://elvispiter.ru/images/668%20%D0%BA%D0%BC%20700%D0%BC%20%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1..JPG
8.3.;62;655 км 400 м (43 км от СПб), Московское шоссе, виадук в п. Ульяновка,  разделительная полоса;В СПб;30.747046, 59.612042;А1, А2;http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2846%20%D0%BA%D0%BC%20900%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20659%20%D0%BA%D0%BC%20100%20%D0%BC%2C%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA%20%D0%B2%20%D0%BF.%20%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0%2C%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%B0%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg, http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2846%20%D0%BA%D0%BC%20900%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20659%20%D0%BA%D0%BC%20100%20%D0%BC%2C%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA%20%D0%B2%20%D0%BF.%20%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0%2C%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%B0%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg
8.2.;63;654 км 950 м (44 км от СПб), Московское шоссе, виадук в п. Ульяновка, разделительная полоса ;В СПб;30.752889, 59.608824;А1, А2;http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2847%20%D0%BA%D0%BC%20400%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20658%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA%20%D0%B2%20%D0%BF.%20%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0%2C%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%B0%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg, http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2847%20%D0%BA%D0%BC%20400%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20658%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA%20%D0%B2%20%D0%BF.%20%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0%2C%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%B0%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg
8.1.;64;654 км 700 м (44 км 300м) , Московское шоссе, виадук в п. Ульяновка, разделительная полоса ;В СПб;30.756238, 59.607098;А1, А2;http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2847%20%D0%BA%D0%BC%20670%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20658%20%D0%BA%D0%BC%20330%20%D0%BC%20%2C%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA%20%D0%B2%20%D0%BF.%20%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0%2C%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%B0%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg, http://elvispiter.ru/images/%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%2847%20%D0%BA%D0%BC%20670%20%D0%BC%20%D0%BE%D1%82%20%D0%A1%D0%9F%D0%B1%29%20658%20%D0%BA%D0%BC%20330%20%D0%BC%20%2C%20%D0%B2%D0%B8%D0%B0%D0%B4%D1%83%D0%BA%20%D0%B2%20%D0%BF.%20%D0%A3%D0%BB%D1%8C%D1%8F%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0%2C%20%D1%80%D0%B0%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%B0%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg
8.20.;497;644 км 155м (61 км 845м), Московское шоссе;Из СПб;30.855002, 59.497549;А, Б;http://elvispiter.ru/images/8.20_644%20%D0%BA%D0%BC%20155%20%D0%BC%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1_%D0%90.jpg, http://elvispiter.ru/images/8.20_644%20%D0%BA%D0%BC%20155%20%D0%BC%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1_%D0%91.jpg
8.16.;410;п. Ушаки, 636 км 780 м Московское шоссе;В СПб;30.974514, 59.487436;А, Б;http://elvispiter.ru/images/636%D0%BA%D0%BC%20780%D0%BC%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg, http://elvispiter.ru/images/636%D0%BA%D0%BC%20780%D0%BC%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
8.15.;390;г. Любань, Московское шоссе, у д 10, в СПб;Из СПб;31.244742, 59.343371;А, Б;http://elvispiter.ru/images/%D0%B3.%20%D0%9B%D1%8E%D0%B1%D0%B0%D0%BD%D1%8C%2C%20%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1%20%D0%90.jpg, http://elvispiter.ru/images/%D0%B3.%20%D0%9B%D1%8E%D0%B1%D0%B0%D0%BD%D1%8C%2C%20%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%20%D0%91.jpg
8.8.;65; Бабино 2, Московское шоссе,  поворот на г. Кириши;Из СПб;31.477296, 59.21911;А, Б;http://elvispiter.ru/images/%D0%9B%D1%8E%D0%B1%D0%B0%D0%BD%D1%8C.jpg, http://elvispiter.ru/images/%D0%91%D0%B0%D0%B1%D0%B8%D0%BD%D0%BE%202%2C%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%20%D0%BF%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82%20%D0%BD%D0%B0%20%D0%B3.%20%D0%9A%D0%B8%D1%80%D0%B8%D1%88%D0%B8%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1..JPG
10.29.;67;31 км 600 м, Киевское шоссе, п. Дони, АЗС "Арис";Из СПб;30.233551, 59.671046;А, Б;http://elvispiter.ru/images/31%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BF.%20%D0%94%D0%BE%D0%BD%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%D0%90%D1%80%D0%B8%D1%81%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg, http://elvispiter.ru/images/31%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BF.%20%D0%94%D0%BE%D0%BD%D0%B8%2C%20%D0%90%D0%97%D0%A1%20%3D%D0%90%D1%80%D0%B8%D1%81%3D%2C%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.png
10.47.;326;32 км 400 м, Киевское шоссе;В СПб;30.227333, 59.665611;А, Б;http://elvispiter.ru/images/32%D0%BA%D0%BC%20400%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BF.%20%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2%D0%BE%2C%20%D1%83%20%D0%A1%D1%82%D1%80%D0%BE%D0%B9%20%D0%91%D0%B0%D0%B7%D1%8B%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%20%D0%90.jpg, http://elvispiter.ru/images/32%20%D0%BA%D0%BC%20400%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%91.jpg
10.8.;69;32 км 750м, Киевское шоссе, п. Зайцево, у Строй Базы;В СПб;30.223482, 59.661909;А, Б;http://elvispiter.ru/images/32%20%D0%BA%D0%BC%20750%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BF.%20%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2%D0%BE%2C%20%20%D1%83%20%D0%A1%D1%82%D1%80%D0%BE%D0%B9%20%D0%91%D0%B0%D0%B7%D1%8B%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg, http://elvispiter.ru/images/32%20%D0%BA%D0%BC%20750%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BF.%20%20%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2%D0%BE%2C%20%D1%83%20%D0%A1%D1%82%D1%80%D0%BE%D0%B9%20%D0%91%D0%B0%D0%B7%D1%8B%2C%20%D0%91.jpg
10.11.;70;33 км 080м, Киевское шоссе, п. Зайцево;В СПб;30.221335, 59.659848;А, Б;http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20080%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90%20%21%21%21%2000.jpg, http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20080%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2000%2C%20%D0%91.jpg
10.48.;327;33 км 500 м, Киевское шоссе;В СПб;30.216747, 59.655441;А, Б;http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%91%2C%20%D0%90.jpg, http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20600%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%91%2C%20%D0%91.jpg
10.48.;495;33 км 500 м, Киевское шоссе;Из СПб;30.218584, 59.65669;А, Б;http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20500%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%90%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.jpg, http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20500%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%91%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.jpg
10.2.;66;33 км 300 м, Киевское шоссе, новый;В СПб;30.218576, 59.657256;А, Б;http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20300%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%90.jpg, http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20300%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%2C%20%D0%91.jpg
10.3.;71;33 км 850 м, Киевское шоссе, д. Зайцево;Из СПб;30.215473, 59.653517;А, Б;http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20850%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B4.%20%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2%D0%BE%2C%20%D0%90.jpg, http://elvispiter.ru/images/33%20%D0%BA%D0%BC%20850%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B4.%20%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2%D0%BE%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
10.60.;462;34 км 200 м, Киевское шоссе;В СПб;30.212231, 59.651264;А, Б;http://elvispiter.ru/images/34%20%D0%BA%D0%BC%20200%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88.%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1.JPG, http://elvispiter.ru/images/34%20%D0%BA%D0%BC%20200%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%B1.JPG
10.41.;72;34 км 500 м, Киевское шоссе;Из СПб;30.208896, 59.647346;А, Б;http://elvispiter.ru/images/34%20%D0%BA%D0%BC%20500%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B2%20%D0%A1%D0%9F%D0%91.jpg, http://elvispiter.ru/images/34%20%D0%BA%D0%BC%20500%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%B8%D0%B7%20%D0%A1%D0%9F%D0%B1%2C%20%D0%91.jpg
10.35.;73;34 км 800 м, Киевское шоссе;Из СПб;30.20687, 59.64539;А, Б;http://elvispiter.ru/images/34%20%D0%BA%D0%BC%20800%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%90.jpg, http://elvispiter.ru/images/34%20%D0%BA%D0%BC%20800%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%91.jpg
10.38.;74;35 км 200 м, Киевское шоссе;В СПб;30.200714, 59.640119;А, Б;http://elvispiter.ru/images/10.38_a.jpg, http://elvispiter.ru/images/10.38_b.jpg
10.36.;75;35 км 900 м, Киевское шоссе;В СПб;30.197265, 59.636842;А, Б;http://elvispiter.ru/images/35%20%D0%BA%D0%BC%20900%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%90.jpg, http://elvispiter.ru/images/35%20%D0%BA%D0%BC%20900%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%91.jpg
10.42.;68;36 км 050 м, Киевское шоссе, новый;В СПб;30.19485, 59.63461;А, Б;http://elvispiter.ru/images/36%20%D0%BA%D0%BC%20050%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%2C%20%D0%90.jpg, http://elvispiter.ru/images/36%20%D0%BA%D0%BC%20050%20%D0%BC%2C%20%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5%20%D1%88%D0%BE%D1%81%D1%81%D0%B5%2C%20%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9%2C%20%D0%91.jpg
